total_packets,total_bytes,flow_duration_seconds,avg_packet_length,std_packet_length,forward_bytes,backward_bytes,forward_backward_ratio,avg_ttl,max_tcp_flag,min_tcp_flag,label,vpn_binary,service_type,app_type
0.08235993019149725,0.004687683165766661,-0.021169437100164355,0.20000964702740934,1.3540063262632804,-0.4173221274783019,0.015569224772415298,-1.8335889281623068,-0.3033275396286916,0.0,-2.82842712474619,Gmail-VPN,1,Email,Gmail
-0.07811457296513123,-0.21472626017671578,-0.2830642747686775,-0.4606627851159011,-0.4944701765732083,0.23314868927552598,-0.22427592362326973,0.5535319951594702,-0.2436862740700847,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.07811457296513123,-0.21416349999145437,-0.345209923166695,-0.45839687187832906,-0.48680646122003146,0.25524015097659936,-0.22427592362326973,0.5679264351359836,-0.2436862740700847,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.6130295834872261,-0.11249149318755683,-0.8434598867962051,1.1871596748740456,1.6590391260981663,-1.2003417144385702,-0.083254094187651,-1.7208532451126033,3.8390294500781885,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.7735040866438547,-0.19096527457678894,1.180361366630939,1.3439752576647508,2.069438398128654,-2.763926281503432,-0.12252921387724648,-2.0155639162781815,3.662429339073483,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.5595380824350167,-0.019260889162580667,3.9772055541557063,1.644919924888615,1.7487739838285161,0.9523484979882489,-0.04423318239248656,-1.3886972117188583,-0.2638952979370505,0.0,-2.82842712474619,Gmail-VPN,1,Email,Gmail
-0.6665210845394357,-0.10142387621074879,3.8694621657936086,1.5608954878859407,2.061874315696852,-0.8370598997986965,-0.08141108695302597,-1.6388012624317632,-0.27119756491698427,0.0,-2.82842712474619,Gmail-VPN,1,Email,Gmail
-0.13160607401734073,-0.21904075493038672,-0.3276615317392019,-0.4355522261381283,-0.473646112391883,0.04905317509991431,-0.22389461178162318,0.42040207102435806,-0.2633764526516342,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.13160607401734073,-0.21885316820196624,-0.27374653681475086,-0.4347571688617871,-0.47099862848422863,0.05641699566693878,-0.22389461178162318,0.4251789083716095,-0.2633764526516342,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.6130295834872261,-0.045272915503553224,-0.9002648425763651,1.7284611705162742,2.031366871402478,-1.340254305212035,-0.011313260063667046,-1.9428035951976692,3.8390294500781885,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.7200125855916452,-0.12493474617278168,1.1778271442117552,1.6799958040459817,2.4310211598311176,-2.7860177432045052,-0.054846361984982425,-2.1578535097436666,3.9935545472073066,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.8269955876960642,-0.1702056766315897,-0.7286922448149571,2.0607951120268515,-0.11927215257127122,-0.9033342849019167,-0.1496023546341521,-1.2809879711329768,-0.014157767223324702,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
0.028868429139287752,1.1006944084171297,3.8685323287406206,4.279330163722463,1.9193810478862523,-1.1586133978920983,1.1487009141987703,-2.405512236543695,-0.4610565063952554,0.0,-2.82842712474619,Gmail-VPN,1,Email,Gmail
-0.8269955876960642,-0.19484206696414544,1.0876169945256935,1.7301396247663277,2.6230802991278646,-2.6731058278434636,-0.1288208592644147,-1.9696044074520218,-0.23103509652734985,0.0,-2.82842712474619,Gmail-VPN,1,Email,Gmail
-0.13160607401734073,-0.21872811038301926,-0.3410632874335237,-0.43422713067755975,-0.46922336431994394,0.06132620937828842,-0.22389461178162318,0.42836346660311087,-0.2633764526516342,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.07811457296513123,-0.21441361562934833,-0.30087788952134303,-0.459403944428361,-0.49594980820211265,0.23069408241985115,-0.22389461178162318,0.5382307255898975,-0.2436862740700847,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.13160607401734073,-0.2184154658356518,-0.33294161335123124,-0.43290203521699117,-0.4647495773719694,0.07359924365666254,-0.22389461178162318,0.4363248621818632,-0.2633764526516342,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
-0.07811457296513123,-0.2131630374398785,-0.3518752271702034,-0.45436858167820077,-0.47278542738239077,0.29451386066739654,-0.22427592362326973,0.5935165506497854,-0.2436862740700847,0.0,0.3535533905932739,Gmail-VPN,1,Email,Gmail
