total_packets,total_bytes,flow_duration_seconds,avg_packet_length,std_packet_length,forward_bytes,backward_bytes,forward_backward_ratio,avg_ttl,max_tcp_flag,min_tcp_flag,protocol_UDP,label,vpn_binary,service_type,app_type
0.18574842012829515,0.5980012694931803,2.4336450166598476,0.017514782945395796,0.05138977403296551,0.8143642815691071,0.3716096427500714,0.3451907285814773,0.31647776494406227,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
0.14397454384490826,0.5063154091574652,2.4336450166598476,0.06630247262994761,0.023322578786870884,0.4805936430106743,0.5327991028915829,-0.44659680053939416,-0.32459345446512367,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09743993595660567,-0.10634138006187181,-0.40819034683946137,-1.415975478255171,-2.1960008572969074,-0.10617524128387716,-0.10643562898716864,0.17122903774357273,0.22901065270283322,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09643368291467963,-0.10405426340775355,-0.3188068484869403,-0.5395126603849656,-0.46893251225482013,-0.10514092813486535,-0.10284192512588695,-0.8566103853248122,-0.22341493468442733,0.12631077483356157,2.268637263702679,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09749743613043002,-0.10637449326917968,-0.4183758490358959,-1.3453069998759903,-2.133830923212951,-0.10620148872302734,-0.10647588737865482,0.29975035307312864,0.26671278498510287,0.12631077483356157,2.268637263702679,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09749743613043002,-0.10637449326917968,-0.4199838123953583,-1.3453069998759903,-2.133830923212951,-0.10620148872302734,-0.10647588737865482,0.29975035307312864,0.26671278498510287,0.12631077483356157,2.268637263702679,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09749743613043002,-0.10637449326917968,-0.42018397640309113,-1.3453069998759903,-2.133830923212951,-0.10620148872302734,-0.10647588737865482,0.29975035307312864,0.26671278498510287,0.12631077483356157,2.268637263702679,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09591618135026053,-0.1045406922315608,-0.38864443647528873,-1.2851028850635766,-2.1131359231811775,-0.10399260267204494,-0.10503515090036242,0.07685678658825,-0.9283885365236759,0.12631077483356157,2.268637263702679,0.0,Hangouts-VPN,1,Other,Hangouts
-0.08444489667230363,-0.08020625725098897,2.4336450166598476,-0.4727942022180573,-0.5238642736065496,-0.06910483464661407,-0.09173960297167347,0.8016534180110934,-3.368743637385068,0.12631077483356157,2.268637263702679,0.0,Hangouts-VPN,1,Other,Hangouts
10.99207233789355,10.958290766508634,2.4336450166598476,-1.4295363859692656,-3.015410047031473,10.94529096778531,10.96369994123312,-0.38367481486279903,-1.4772762634704417,-7.742581750967899,-5.079338298378564,1.0,Hangouts-VPN,1,Other,Hangouts
0.10754818372718548,0.10288903101259919,2.4336450166598476,-1.4072364775091752,-3.2058192710208173,0.11061056098220004,0.09474882997281399,-0.32067002329122496,-1.415604487831488,-7.742581750967899,-5.079338298378564,1.0,Hangouts-VPN,1,Other,Hangouts
-0.09726743543513264,-0.10513945446750105,-0.42139919130681747,0.3224184314652304,0.6358935416489397,-0.1060353916471551,-0.1041254825650791,-0.9726647589127282,-0.15555109657633837,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09735368569586916,-0.10612949745055379,-0.41845923916489114,-1.167898277113835,-2.023608043086182,-0.10598002595519769,-0.10620649878030586,-0.11922831554805013,0.09594430347128506,0.12631077483356157,2.268637263702679,0.0,Hangouts-VPN,1,Other,Hangouts
-0.0968936843052744,-0.10353660757199142,0.03986591294888651,0.8935106148817505,1.3562587944026094,-0.10134858329390095,-0.10574438383973585,3.0666943053151665,0.33868958297853,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09718118517439613,-0.1045069502924686,-0.41487879363935637,0.8979023450656379,1.2445083925118496,-0.1045220627336525,-0.10441328723612918,-0.43597994749695995,0.07164523100291552,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09729618552204482,-0.10556992616250324,-0.40995012223007055,-0.30098393049476657,-0.04042422473869257,-0.10523074359070737,-0.10584545809921177,0.11707848260866612,0.25282252572321295,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09706618482674743,-0.10583357435739747,0.19614521308152458,-1.2534370398643995,-2.104519759259069,-0.10557442099708005,-0.10602533601861808,0.0622236621349158,-0.712704829192128,0.12631077483356157,2.268637263702679,0.0,Hangouts-VPN,1,Other,Hangouts
-0.0967786839576257,-0.10409387351016612,0.05343813461015249,0.02774805940819254,0.18247683071945153,-0.10440230879252979,-0.10369420383926445,-0.5782435152834937,-0.1255931860601545,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09720993526130829,-0.10491017694348333,-0.40963555740081914,0.4275760746917029,0.8317247428298673,-0.10531481741923529,-0.10440943270928477,-0.7051741488273245,0.002797859009201815,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09720993526130829,-0.10491394933418928,-0.40998770561735187,0.42177338438490725,0.7537807928063822,-0.10532876137128383,-0.1044025802171169,-0.7112350590492175,0.002797859009201815,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09706618482674743,-0.10531591852163534,-0.17275672752974128,-0.6046341771663869,-0.8510377599567941,-0.10479479003107234,-0.10578164426589858,0.3905106212527131,0.061445620337179076,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09723868534822047,-0.10475404188370892,2.432861285505068,0.8138387559075038,0.9470882911149375,-0.10524960893759656,-0.10415846018363692,-0.7304085866564691,-0.5702745516813248,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09683618413145005,-0.10409848420991785,2.4336847775329917,0.16203391350932683,0.5709887588300224,-0.10576717562833919,-0.10227830764508053,-1.0065176558838604,-0.31390005216187855,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09720993526130829,-0.1049254760835686,-0.4203819582462203,0.40404294178081174,0.8431862054169027,-0.10531522753547201,-0.10444026892404012,-0.6990886775926488,0.002797859009201815,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09720993526130829,-0.10487727331343691,-0.40999736253789626,0.47818842903430225,0.8584271683409697,-0.10532876137128383,-0.10432763108403094,-0.7254708906411402,0.002797859009201815,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09700868465292309,-0.10453377618193321,-0.17765485986355378,0.18421880228489448,0.4540689140013231,-0.10489034711422847,-0.10408351105055096,-0.6362760157715505,-0.051805229123739735,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09729618552204482,-0.10554938759088191,-0.4197288247770777,-0.26440322785894865,0.05584262318852217,-0.10523074359070737,-0.10580348658468364,0.05915401900670586,0.25282252572321295,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09703743473983525,-0.10464485213049755,0.050351112808525056,0.14227713460762048,0.4782769152397432,-0.10497729175641345,-0.10421970433238716,-0.6346322596146147,0.002797859009201815,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09718118517439613,-0.10473015007590451,-0.409997613318391,0.5695037124854343,0.9456059079399763,-0.10506423639859841,-0.10430321908068295,-0.6444047154059094,-0.0660495129845119,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09729618552204482,-0.10533561878421091,2.432838131353715,0.1163346975342599,0.6105361437494568,-0.10610060012879383,-0.10445825671598076,-0.9665580065150466,-0.24722680770480934,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09729618552204482,-0.10556133349478411,-0.4091182646140005,-0.2856797589838633,-0.001170505917575781,-0.10523074359070737,-0.10582789858803163,0.09219259660866226,0.25282252572321295,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09697993456601091,-0.10453503364550186,-0.19321814016246636,0.0966507956397481,0.4145302580565555,-0.10488993699799175,-0.10408650901587439,-0.6355518434055415,-0.1027681113811613,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09720993526130829,-0.10491625468406515,-0.4096354001951359,0.41822729586408813,0.8349660164229818,-0.10531481741923529,-0.10442185285133901,-0.702686431958656,0.002797859009201815,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09720993526130829,-0.10487161472737797,-0.41063745167831905,0.4868924644944943,1.1178209757928153,-0.10510606825474401,-0.1045486239564444,-0.6006208057177798,0.002797859009201815,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09697993456601091,-0.10435856959136756,-0.1793364553706707,0.29570456460839334,0.6308669489177254,-0.10457619807689975,-0.10405353139731657,-0.5501271983384491,-0.1027681113811613,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
-0.09720993526130829,-0.10493679325568647,-0.41706293454300336,0.3866348708604272,0.854568005020435,-0.10531522753547201,-0.10446339608510666,-0.6943097051608591,-0.47224900774741874,0.12631077483356157,-0.18068792365773542,0.0,Hangouts-VPN,1,Other,Hangouts
