total_packets,total_bytes,flow_duration_seconds,avg_packet_length,std_packet_length,forward_bytes,backward_bytes,forward_backward_ratio,avg_ttl,max_tcp_flag,min_tcp_flag,label,vpn_binary,service_type,app_type
4.6465717865456275,2.282507969875345,2.303682830351639,1.1298803563094104,2.632545734606742,8.346158574183704,-0.0016382562556060644,0.6023064915127426,-0.4749653712089006,0.0,-2.469817807045694,Gmail-VPN,1,Email,Gmail
-0.21918800972680116,-0.1512262303025526,-0.31306918029911956,0.29800408070595447,1.5102288342851284,-0.1349658982050716,-0.1191414039358278,-1.6584643774744006,-0.25344821141905866,0.0,-2.469817807045694,Gmail-VPN,1,Email,Gmail
0.40317661537781185,-0.09736492717381394,2.341712005354978,-0.7961009848269589,-1.708775299339121,-0.0375600031322586,-0.0907823179948586,-0.9442065028561768,-0.3117659844551286,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22565413570191403,-0.15725355061089147,-0.31832791051962517,-0.3176713898757092,-0.211949648651643,-0.13386745082788812,-0.12573792445101836,0.47529473809893796,-0.21826537242644883,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
1.439373302889648,0.05248678391926891,2.303682830351639,-0.6646531257441174,-1.2147699364884514,0.42851305997995387,-0.06753343465045024,2.159354143700401,-0.39370522433349014,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.24020291914591796,-0.1551240877658166,-0.33949919155883435,1.1841275998777954,1.7111524232153985,-0.13967878974516615,-0.12186019277873941,-1.7172827467419087,4.0820827764416965,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.2450525136272526,-0.15723171857856813,-0.2924277379400607,1.3403850144212153,2.2002534612519957,-0.14358778962933308,-0.12294210617533913,-1.9444825724972756,3.893818686975119,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.23858638765213974,-0.1526201215970417,-0.2142982850031205,1.6402585013806898,1.818095624763573,-0.13429701125471966,-0.12078528205784583,-1.461215354909146,-0.2918294903200876,0.0,-2.469817807045694,Gmail-VPN,1,Email,Gmail
-0.24181945063969618,-0.15482683624879906,-0.21667655804909094,1.5565331403492695,2.1912388239918354,-0.13877057627129374,-0.12180942337986984,-1.6540268215518248,-0.2996140530601554,0.0,-2.469817807045694,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15711752025564615,-0.32093345892316955,-0.34543895867693636,-0.24835735559326957,-0.13337038804826878,-0.12573792445101836,0.5748719012843577,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22565413570191403,-0.1572669857077058,-0.3197158655677589,-0.3197839961563538,-0.21435345106806356,-0.13387972398294046,-0.1257484284645776,0.48541877792897326,-0.21826537242644883,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.1571343141266641,-0.3180736541585633,-0.34794767863520226,-0.2539851671103999,-0.13339493435837343,-0.1257484284645776,0.5829711331483861,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15711752025564615,-0.3202452329941208,-0.34543895867693636,-0.24835735559326957,-0.13337038804826878,-0.12573792445101836,0.5748719012843577,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15711416148144255,-0.3174044875717586,-0.3449372146852832,-0.24514355068175692,-0.13335811489321645,-0.12573792445101836,0.5773305966716519,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
6.600958362523491,8.012324853131366,6.2560112581085505,4.478746370190039,1.82495492155269,-0.044856393810868485,8.36520594550996,-2.3378574130910788,-0.6474761027111169,0.0,-2.469817807045694,Gmail-VPN,1,Email,Gmail
-0.2224210727143576,-0.15616194899472532,-0.31561867248982806,-0.25396625048435456,-0.14109006473545732,-0.12987867543588102,-0.12573792445101836,1.2743707389695909,-0.18523658480073382,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.24020291914591796,-0.153318746631388,-0.3394739990209435,1.7235023909049683,2.154881004450884,-0.14002857466415752,-0.11987843555389978,-1.8883898215764605,4.0820827764416965,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.2434359821334744,-0.15545828579907361,-0.29232215180465937,1.6752095317083493,2.6311765065338015,-0.14364301882706856,-0.12107764376857746,-2.054177178105897,4.246813854724952,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.24666904512103083,-0.1566741620607725,-0.3355391264369455,2.0546534253960695,-0.4081834324407878,-0.1389362638645002,-0.12368789113804379,-1.3781796080304514,-0.025597444609775647,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22080454122057938,-0.1225406192168085,-0.22923150608305454,4.265291839529848,2.021419796646646,-0.13957446792722134,-0.08792347563782404,-2.245103483397873,-0.5020126843019131,0.0,-2.469817807045694,Gmail-VPN,1,Email,Gmail
-0.24666904512103083,-0.15733584057887937,-0.29538973811159047,1.7251748708771457,2.8600665918638657,-0.14336073626086498,-0.12311542239906627,-1.909051237907972,-0.25679895798978347,0.0,-2.469817807045694,Gmail-VPN,1,Email,Gmail
-0.2321202616770269,-0.1605132409754737,2.2656536553483004,-0.7104577126046278,-1.4875891034551043,-0.14453282256836245,-0.12609331024310533,-1.5404525151485178,-0.3569862804544536,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15713767290086766,-0.3225674268392657,-0.3484494226268554,-0.24676470237362313,-0.13337038804826878,-0.1257589324781368,0.6010661100327646,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15711584086854435,-0.3175313743783979,-0.34518808668110984,-0.24675077719036312,-0.1333642514707426,-0.12573792445101836,0.5761012489780052,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15713599351376586,-0.31764371438516736,-0.3481985506310289,-0.2451582577544677,-0.1333642514707426,-0.1257589324781368,0.6023064915127426,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22565413570191403,-0.15725187122378967,-0.3213977036735656,-0.3174073140906283,-0.21029978825551476,-0.13386131425036196,-0.12573792445101836,0.47652408579258504,-0.21826537242644883,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
0.5858446741747502,-0.0712521371280183,1.8556002332168087,-0.7511885386756062,-1.14312520452147,-0.006091633578085784,-0.07253859711141887,-1.1357447877865086,-0.31411859102545403,0.0,-2.469817807045694,Gmail-VPN,1,Email,Gmail
-0.22565413570191403,-0.15725187122378967,-0.3194147320981406,-0.3174073140906283,-0.21029978825551476,-0.13386131425036196,-0.12573792445101836,0.47652408579258504,-0.21826537242644883,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.1571292759653587,-0.3182847229834125,-0.3471950626477225,-0.24917148591073227,-0.13337652462579494,-0.1257484284645776,0.5866756529668449,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22565413570191403,-0.15726194754640044,-0.3190915163656352,-0.3189917688011119,-0.2094061692702003,-0.13386131425036196,-0.1257484284645776,0.4891232977474321,-0.21826537242644883,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15711584086854435,-0.32038462526714623,-0.34518808668110984,-0.24675077719036312,-0.1333642514707426,-0.12573792445101836,0.5761012489780052,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15712591719115512,-0.3193477772793972,-0.3466933186560693,-0.24595910407340504,-0.1333642514707426,-0.1257484284645776,0.5891453328458174,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15712591719115512,-0.3193139159705979,-0.3466933186560693,-0.24595910407340504,-0.1333642514707426,-0.1257484284645776,0.5891453328458174,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15712591719115512,-0.3184038306543439,-0.3466933186560693,-0.24595910407340504,-0.1333642514707426,-0.1257484284645776,0.5891453328458174,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15712591719115512,-0.32030843387414926,-0.3466933186560693,-0.24595910407340504,-0.1333642514707426,-0.1257484284645776,0.5891453328458174,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.1571292759653587,-0.31939606355172107,-0.3471950626477225,-0.24917148591073227,-0.13337652462579494,-0.1257484284645776,0.5866756529668449,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22565413570191403,-0.15726194754640044,-0.31938316269191236,-0.3189917688011119,-0.2094061692702003,-0.13386131425036196,-0.1257484284645776,0.4891232977474321,-0.21826537242644883,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22565413570191403,-0.15726194754640044,-0.31986094736823023,-0.3189917688011119,-0.2094061692702003,-0.13386131425036196,-0.1257484284645776,0.4891232977474321,-0.21826537242644883,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15712591719115512,-0.31950996444298985,-0.3466933186560693,-0.24595910407340504,-0.1333642514707426,-0.1257484284645776,0.5891453328458174,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15713599351376586,-0.3224828770132209,-0.3481985506310289,-0.2451582577544677,-0.1333642514707426,-0.1257589324781368,0.6023064915127426,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22565413570191403,-0.15726026815929864,-0.3208205235274673,-0.318727693016031,-0.20775575535923205,-0.13385517767283578,-0.1257484284645776,0.4903581376869183,-0.21826537242644883,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22565413570191403,-0.15725187122378967,-0.32007850570256624,-0.3174073140906283,-0.21029978825551476,-0.13386131425036196,-0.12573792445101836,0.47652408579258504,-0.21826537242644883,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
0.2932524738008932,-0.1032125530622608,0.9581011677423356,-0.750818589580259,-1.4295421578170868,-0.051459351229021746,-0.09291288207845384,-1.0463604474146266,-0.3141460000340402,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15712591719115512,-0.3179948421347428,-0.3466933186560693,-0.24595910407340504,-0.1333642514707426,-0.1257484284645776,0.5891453328458174,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
-0.22403760420813582,-0.15711584086854435,-0.32051626599005145,-0.34518808668110984,-0.24675077719036312,-0.1333642514707426,-0.12573792445101836,0.5761012489780052,-0.20092525892294813,0.0,0.4048881650894574,Gmail-VPN,1,Email,Gmail
